"Path","Key","Value"
"System\Group Policy\Create new Group Policy Object links disabled by default","HKCU\Software\Policies\Microsoft\Windows\Group Policy Editor","NewGPOLinksDisabled"
"System\Group Policy\Always use local ADM files for Group Policy Object Editor","HKLM\Software\Policies\Microsoft\Windows\Group Policy","OnlyUseLocalAdminFiles"
"System\Group Policy\Turn off Resultant Set of Policy logging","HKLM\Software\Policies\Microsoft\Windows\System","RSoPLogging"
"System\Group Policy\Configure user Group Policy loopback processing mode","HKLM\Software\Policies\Microsoft\Windows\System","UserPolicyMode"
"System\Group Policy\Specify workplace connectivity wait time for policy processing","HKLM\Software\Policies\Microsoft\Windows\System","CorpConnStartTimeoutPolicyValue"
"System\Group Policy\Configure Applications preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{F9C77450-3A41-477E-9310-9ACD617BD9E3} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{F9C77450-3A41-477E-9310-9ACD617BD9E3}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Applications preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{F9C77450-3A41-477E-9310-9ACD617BD9E3}","LogLevel"
"System\Group Policy\Configure Data Sources preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{728EE579-943C-4519-9EF7-AB56765798ED} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{728EE579-943C-4519-9EF7-AB56765798ED}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Data Sources preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{728EE579-943C-4519-9EF7-AB56765798ED}","LogLevel"
"System\Group Policy\Configure Devices preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{1A6364EB-776B-4120-ADE1-B63A406A76B5} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{1A6364EB-776B-4120-ADE1-B63A406A76B5}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Devices preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{1A6364EB-776B-4120-ADE1-B63A406A76B5}","LogLevel"
"System\Group Policy\Configure Drive Maps preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{5794DAFD-BE60-433f-88A2-1A31939AC01F} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{5794DAFD-BE60-433f-88A2-1A31939AC01F}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Drive Maps preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{5794DAFD-BE60-433f-88A2-1A31939AC01F}","LogLevel"
"System\Group Policy\Configure Environment preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{0E28E245-9368-4853-AD84-6DA3BA35BB75} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{0E28E245-9368-4853-AD84-6DA3BA35BB75}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Environment preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{0E28E245-9368-4853-AD84-6DA3BA35BB75}","LogLevel"
"System\Group Policy\Configure Files preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{7150F9BF-48AD-4da4-A49C-29EF4A8369BA} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{7150F9BF-48AD-4da4-A49C-29EF4A8369BA}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Files preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{7150F9BF-48AD-4da4-A49C-29EF4A8369BA}","LogLevel"
"System\Group Policy\Configure Folder Options preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{A3F3E39B-5D83-4940-B954-28315B82F0A8} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{A3F3E39B-5D83-4940-B954-28315B82F0A8}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Folder Options preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{A3F3E39B-5D83-4940-B954-28315B82F0A8}","LogLevel"
"System\Group Policy\Configure Folders preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{6232C319-91AC-4931-9385-E70C2B099F0E} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{6232C319-91AC-4931-9385-E70C2B099F0E}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Folders preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{6232C319-91AC-4931-9385-E70C2B099F0E}","LogLevel"
"System\Group Policy\Configure Ini Files preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{74EE6C03-5363-4554-B161-627540339CAB} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{74EE6C03-5363-4554-B161-627540339CAB}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Ini Files preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{74EE6C03-5363-4554-B161-627540339CAB}","LogLevel"
"System\Group Policy\Configure Internet Settings preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E47248BA-94CC-49c4-BBB5-9EB7F05183D0} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E47248BA-94CC-49c4-BBB5-9EB7F05183D0}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Internet Settings preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E47248BA-94CC-49c4-BBB5-9EB7F05183D0}","LogLevel"
"System\Group Policy\Configure Local Users and Groups preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{17D89FEC-5C44-4972-B12D-241CAEF74509} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{17D89FEC-5C44-4972-B12D-241CAEF74509}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Local Users and Groups preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{17D89FEC-5C44-4972-B12D-241CAEF74509}","LogLevel"
"System\Group Policy\Configure Network Options preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{3A0DBA37-F8B2-4356-83DE-3E90BD5C261F} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{3A0DBA37-F8B2-4356-83DE-3E90BD5C261F}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Network Options preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{3A0DBA37-F8B2-4356-83DE-3E90BD5C261F}","LogLevel"
"System\Group Policy\Configure Network Shares preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{6A4C88C6-C502-4f74-8F60-2CB23EDC24E2} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{6A4C88C6-C502-4f74-8F60-2CB23EDC24E2}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Network Shares preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{6A4C88C6-C502-4f74-8F60-2CB23EDC24E2}","LogLevel"
"System\Group Policy\Configure Power Options preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E62688F0-25FD-4c90-BFF5-F508B9D2E31F} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E62688F0-25FD-4c90-BFF5-F508B9D2E31F}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Power Options preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E62688F0-25FD-4c90-BFF5-F508B9D2E31F}","LogLevel"
"System\Group Policy\Configure Printers preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{BC75B1ED-5833-4858-9BB8-CBF0B166DF9D} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{BC75B1ED-5833-4858-9BB8-CBF0B166DF9D}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Printers preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{BC75B1ED-5833-4858-9BB8-CBF0B166DF9D}","LogLevel"
"System\Group Policy\Configure Regional Options preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E5094040-C46C-4115-B030-04FB2E545B00} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E5094040-C46C-4115-B030-04FB2E545B00}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Regional Options preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E5094040-C46C-4115-B030-04FB2E545B00}","LogLevel"
"System\Group Policy\Configure Registry preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{B087BE9D-ED37-454f-AF9C-04291E351182} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{B087BE9D-ED37-454f-AF9C-04291E351182}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Registry preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{B087BE9D-ED37-454f-AF9C-04291E351182}","LogLevel"
"System\Group Policy\Configure Scheduled Tasks preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{AADCED64-746C-4633-A97C-D61349046527} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{AADCED64-746C-4633-A97C-D61349046527}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Scheduled Tasks preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{AADCED64-746C-4633-A97C-D61349046527}","LogLevel"
"System\Group Policy\Configure Services preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{91FBB303-0CD5-4055-BF42-E512A681B325} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{91FBB303-0CD5-4055-BF42-E512A681B325}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Services preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{91FBB303-0CD5-4055-BF42-E512A681B325}","LogLevel"
"System\Group Policy\Configure Shortcuts preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{C418DD9D-0D14-4efb-8FBF-CFE535C8FAC7} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{C418DD9D-0D14-4efb-8FBF-CFE535C8FAC7}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Shortcuts preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{C418DD9D-0D14-4efb-8FBF-CFE535C8FAC7}","LogLevel"
"System\Group Policy\Configure Start Menu preference extension policy processing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E4F48E54-F38D-4884-BFB9-D4D2E5729C18} HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E4F48E54-F38D-4884-BFB9-D4D2E5729C18}","NoSlowLink"
"System\Group Policy\Logging and tracing\Configure Start Menu preference logging and tracing","HKLM\Software\Policies\Microsoft\Windows\Group Policy\{E4F48E54-F38D-4884-BFB9-D4D2E5729C18}","LogLevel"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Application snap-ins","HKCU\Software\Policies\Microsoft\MMC\{6A712058-33C6-4046-BCF9-0EA3A8808EDC}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Applications preference extension","HKCU\Software\Policies\Microsoft\MMC\{0DA274B5-EB93-47A7-AAFB-65BA532D3FE6}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Control Panel Settings (Computers)","HKCU\Software\Policies\Microsoft\MMC\{17C6249E-BA57-4F69-AE93-4FB3D25CD9D7}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Data Sources preference extension","HKCU\Software\Policies\Microsoft\MMC\{1612b55c-243c-48dd-a449-ffc097b19776}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Devices preference extension","HKCU\Software\Policies\Microsoft\MMC\{1b767e9a-7be4-4d35-85c1-2e174a7ba951}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Drive Maps preference extension","HKCU\Software\Policies\Microsoft\MMC\{2EA1A81B-48E5-45E9-8BB7-A6E3AC170006}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Environment preference extension","HKCU\Software\Policies\Microsoft\MMC\{35141B6B-498A-4cc7-AD59-CEF93D89B2CE}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Files preference extension","HKCU\Software\Policies\Microsoft\MMC\{3BAE7E51-E3F4-41D0-853D-9BB9FD47605F}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Folders preference extension","HKCU\Software\Policies\Microsoft\MMC\{3EC4E9D3-714D-471F-88DC-4DD4471AAB47}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Folder Options preference extension","HKCU\Software\Policies\Microsoft\MMC\{3BFAE46A-7F3A-467B-8CEA-6AA34DC71F53}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Ini Files preference extension","HKCU\Software\Policies\Microsoft\MMC\{516FC620-5D34-4B08-8165-6A06B623EDEB}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Internet Settings preference extension","HKCU\Software\Policies\Microsoft\MMC\{5C935941-A954-4F7C-B507-885941ECE5C4}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Local Users and Groups preference extension","HKCU\Software\Policies\Microsoft\MMC\{79F92669-4224-476c-9C5C-6EFB4D87DF4A}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Network Options preference extension","HKCU\Software\Policies\Microsoft\MMC\{949FB894-E883-42C6-88C1-29169720E8CA}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Network Shares preference extension","HKCU\Software\Policies\Microsoft\MMC\{BFCBBEB0-9DF4-4c0c-A728-434EA66A0373}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Power Options preference extension","HKCU\Software\Policies\Microsoft\MMC\{9AD2BAFE-63B4-4883-A08C-C3C6196BCAFD}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Printers preference extension","HKCU\Software\Policies\Microsoft\MMC\{A8C42CEA-CDB8-4388-97F4-5831F933DA84}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Regional Options preference extension","HKCU\Software\Policies\Microsoft\MMC\{B9CCA4DE-E2B9-4CBD-BF7D-11B6EBFBDDF7}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Registry preference extension","HKCU\Software\Policies\Microsoft\MMC\{BEE07A6A-EC9F-4659-B8C9-0B1937907C83}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Scheduled Tasks preference extension","HKCU\Software\Policies\Microsoft\MMC\{CAB54552-DEEA-4691-817E-ED4A4D1AFC72}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Services preference extension","HKCU\Software\Policies\Microsoft\MMC\{CC5746A9-9B74-4be5-AE2E-64379C86E0E4}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Shortcuts preference extension","HKCU\Software\Policies\Microsoft\MMC\{CEFFA6E2-E3BD-421B-852C-6F6A79A59BC1}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Start Menu preference extension","HKCU\Software\Policies\Microsoft\MMC\{CF848D48-888D-4F45-B530-6A201E62A605}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Control Panel Settings (Users)","HKCU\Software\Policies\Microsoft\MMC\{127537A8-C1ED-40BC-9AE5-C5891DF6B2D4}","Restrict_Run"
"Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Preference snap-in extensions\Permit use of Preferences tab","HKCU\Software\Policies\Microsoft\MMC\{45B01F1C-5AC2-458c-9457-42A81B34A26D}","Restrict_Run"
"Windows Components\Handwriting\Handwriting Panel Default Mode Docked","HKLM\Software\Policies\Microsoft\Handwriting","PanelDefaultModeDocked"
"System\Restrict potentially unsafe HTML Help functions to specified folders","HKLM\Software\Policies\Microsoft\Windows\System","HelpQualifiedRootDir"
"System\Restrict these programs from being launched from Help","HKCU\Software\Policies\Microsoft\Windows\System","DisableInHelp"
"System\Restrict these programs from being launched from Help","HKLM\Software\Policies\Microsoft\Windows\System","DisableInHelp"
"System\Turn off Data Execution Prevention for HTML Help Executible","HKLM\Software\Policies\Microsoft\Windows\System","DisableHHDEP"
"Windows Components\Online Assistance\Turn off Active Help","HKLM\Software\Policies\Microsoft\Assistance\Client\1.0","NoActiveHelp"
"System\Internet Communication Management\Internet Communication settings\Turn off Help Ratings","HKCU\Software\Policies\Microsoft\Assistance\Client\1.0","NoExplicitFeedback"
"System\Internet Communication Management\Internet Communication settings\Turn off Help Experience Improvement Program","HKCU\Software\Policies\Microsoft\Assistance\Client\1.0","NoImplicitFeedback"
"System\Internet Communication Management\Internet Communication settings\Turn off Windows Online","HKCU\Software\Policies\Microsoft\Assistance\Client\1.0","NoOnlineAssist"
"Network\Hotspot Authentication\Enable Hotspot Authentication","HKLM\Software\Policies\Microsoft\Windows\HotspotAuthentication","Enabled"
"System\Internet Communication Management\Restrict Internet communication","HKCU\Software\Policies\Microsoft\InternetManagement","RestrictCommunication"
"System\Internet Communication Management\Restrict Internet communication","HKLM\Software\Policies\Microsoft\InternetManagement","RestrictCommunication"
"System\Internet Communication Management\Internet Communication settings\Turn off Automatic Root Certificates Update","HKLM\Software\Policies\Microsoft\SystemCertificates\AuthRoot","DisableRootAutoUpdate"
"System\Internet Communication Management\Internet Communication settings\Turn off printing over HTTP","HKCU\Software\Policies\Microsoft\Windows NT\Printers","DisableHTTPPrinting"
"System\Internet Communication Management\Internet Communication settings\Turn off printing over HTTP","HKLM\Software\Policies\Microsoft\Windows NT\Printers","DisableHTTPPrinting"
"System\Internet Communication Management\Internet Communication settings\Turn off downloading of print drivers over HTTP","HKCU\Software\Policies\Microsoft\Windows NT\Printers","DisableWebPnPDownload"
"System\Internet Communication Management\Internet Communication settings\Turn off downloading of print drivers over HTTP","HKLM\Software\Policies\Microsoft\Windows NT\Printers","DisableWebPnPDownload"
"System\Internet Communication Management\Internet Communication settings\Turn off Windows Update device driver searching","HKLM\Software\Policies\Microsoft\Windows\DriverSearching","DontSearchWindowsUpdate"
"System\Internet Communication Management\Internet Communication settings\Turn off Event Viewer ""Events.asp"" links","HKLM\Software\Policies\Microsoft\EventViewer","MicrosoftEventVwrDisableLinks"
"System\Internet Communication Management\Internet Communication settings\Turn off Help and Support Center ""Did you know?"" content","HKLM\Software\Policies\Microsoft\PCHealth\HelpSvc","Headlines"
"System\Internet Communication Management\Internet Communication settings\Turn off Help and Support Center Microsoft Knowledge Base search","HKLM\Software\Policies\Microsoft\PCHealth\HelpSvc","MicrosoftKBSearch"
"System\Internet Communication Management\Internet Communication settings\Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com","HKLM\Software\Policies\Microsoft\Windows\Internet Connection Wizard","ExitOnMSICW"
"System\Internet Communication Management\Internet Communication settings\Turn off Registration if URL connection is referring to Microsoft.com","HKLM\Software\Policies\Microsoft\Windows\Registration Wizard Control","NoRegistration"
"System\Internet Communication Management\Internet Communication settings\Turn off Windows Error Reporting","HKLM\Software\Policies\Microsoft\PCHealth\ErrorReporting","DoReport"
"System\Internet Communication Management\Internet Communication settings\Turn off access to all Windows Update features","HKLM\Software\Policies\Microsoft\Windows\WindowsUpdate","DisableWindowsUpdateAccess"
"System\Internet Communication Management\Internet Communication settings\Turn off Search Companion content file updates","HKLM\Software\Policies\Microsoft\SearchCompanion","DisableContentFileUpdates"
"System\Internet Communication Management\Internet Communication settings\Turn off Internet File Association service","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoInternetOpenWith"
"System\Internet Communication Management\Internet Communication settings\Turn off Internet File Association service","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoInternetOpenWith"
"System\Internet Communication Management\Internet Communication settings\Turn off access to the Store","HKCU\Software\Policies\Microsoft\Windows\Explorer","NoUseStoreOpenWith"
"System\Internet Communication Management\Internet Communication settings\Turn off access to the Store","HKLM\Software\Policies\Microsoft\Windows\Explorer","NoUseStoreOpenWith"
"System\Internet Communication Management\Internet Communication settings\Turn off Internet download for Web publishing and online ordering wizards","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoWebServices"
"System\Internet Communication Management\Internet Communication settings\Turn off Internet download for Web publishing and online ordering wizards","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoWebServices"
"System\Internet Communication Management\Internet Communication settings\Turn off the ""Order Prints"" picture task","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoOnlinePrintsWizard"
"System\Internet Communication Management\Internet Communication settings\Turn off the ""Order Prints"" picture task","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoOnlinePrintsWizard"
"System\Internet Communication Management\Internet Communication settings\Turn off the ""Publish to Web"" task for files and folders","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoPublishingWizard"
"System\Internet Communication Management\Internet Communication settings\Turn off the ""Publish to Web"" task for files and folders","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoPublishingWizard"
"System\Internet Communication Management\Internet Communication settings\Turn off the Windows Messenger Customer Experience Improvement Program","HKCU\Software\Policies\Microsoft\Messenger\Client","CEIP"
"System\Internet Communication Management\Internet Communication settings\Turn off the Windows Messenger Customer Experience Improvement Program","HKLM\Software\Policies\Microsoft\Messenger\Client","CEIP"
"System\Internet Communication Management\Internet Communication settings\Turn off Windows Customer Experience Improvement Program","HKLM\Software\Policies\Microsoft\SQMClient\Windows","CEIPEnable"
"System\Internet Communication Management\Internet Communication settings\Turn off Windows Network Connectivity Status Indicator active tests","HKLM\Software\Policies\Microsoft\Windows\NetworkConnectivityStatusIndicator","NoActiveProbe"
"Windows Components\Internet Information Services\Prevent IIS installation","HKLM\Software\Policies\Microsoft\Windows NT\IIS","PreventIISInstall"
"Windows Components\Internet Explorer\Administrator Approved Controls\Audio/Video Player","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{05589FA1-C356-11CE-BF01-00AA0055595A}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Carpoint","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{DED22F57-FEE2-11D0-953B-00C04FD9152D}"
"Windows Components\Internet Explorer\Administrator Approved Controls\DHTML Edit Control","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{2D360201-FFF5-11D1-8D03-00A0C959BC0A}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Shockwave Flash","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{D27CDB6E-AE6D-11CF-96B8-444553540000}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Investor","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{9276B91A-E780-11d2-8A8D-00C04FA31D93}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Menu Controls","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{275E2FE0-7486-11D0-89D6-00A0C90C9B67}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Microsoft Agent","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{D45FD31B-5C6E-11D1-9EC1-00C04FD7081F}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Microsoft Chat","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{D6526FE0-E651-11CF-99CB-00C04FD64497}"
"Windows Components\Internet Explorer\Administrator Approved Controls\MSNBC","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{2FF18E10-DE11-11D1-8161-00A0C90DD90C}"
"Windows Components\Internet Explorer\Administrator Approved Controls\NetShow File Transfer Control","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{26F24A93-1DA2-11D0-A334-00AA004A5FC5}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Microsoft Scriptlet Component","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{AE24FDAE-03C6-11D1-8B76-0080C744F389}"
"Windows Components\Internet Explorer\Administrator Approved Controls\Microsoft Survey Control","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\AllowedControls","{BD1F006E-174F-11D2-95C0-00C04F9A8CFA}"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off the flip ahead with page prediction feature","HKLM\Software\Policies\Microsoft\Internet Explorer\FlipAhead","Enabled"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off the flip ahead with page prediction feature","HKCU\Software\Policies\Microsoft\Internet Explorer\FlipAhead","Enabled"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off loading websites and content in the background to optimize performance","HKLM\Software\Policies\Microsoft\Internet Explorer\PrefetchPrerender","Enabled"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off loading websites and content in the background to optimize performance","HKCU\Software\Policies\Microsoft\Internet Explorer\PrefetchPrerender","Enabled"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow active content from CDs to run on user machines","HKLM\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_LOCALMACHINE_LOCKDOWN\Settings","LOCALMACHINE_CD_UNLOCK"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow active content from CDs to run on user machines","HKCU\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_LOCALMACHINE_LOCKDOWN\Settings","LOCALMACHINE_CD_UNLOCK"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Check for server certificate revocation","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","CertificateRevocation"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Check for server certificate revocation","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","CertificateRevocation"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off ClearType","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","UseClearType"
